Fleet,Length,Sel
1,106.5,0.00574131
2,106.5,2.55127e-09
3,106.5,1.56983e-08
4,106.5,0.000267223
5,106.5,0.000267223
6,106.5,2.63349e-09
7,106.5,7.95427e-09
8,106.5,7.95427e-09
9,106.5,2.53918e-09
10,106.5,2.23385e-07
11,106.5,0.00574131
12,106.5,2.55127e-09
13,106.5,1.56983e-08
14,106.5,0.000267223
15,106.5,2.55127e-09
16,106.5,8.3737e-06
17,106.5,0.00606605
18,106.5,0.0510471
19,106.5,2.65074e-09
20,106.5,2.63349e-09
1,107.5,0.00657781
2,107.5,2.55896e-09
3,107.5,2.15998e-08
4,107.5,0.000320645
5,107.5,0.000320645
6,107.5,2.65663e-09
7,107.5,1.07134e-08
8,107.5,1.07134e-08
9,107.5,2.54477e-09
10,107.5,2.60945e-07
11,107.5,0.00657781
12,107.5,2.55896e-09
13,107.5,2.15998e-08
14,107.5,0.000320645
15,107.5,2.55896e-09
16,107.5,1.06475e-05
17,107.5,0.00681208
18,107.5,0.0537824
19,107.5,2.65925e-09
20,107.5,2.65663e-09
1,108.5,0.00752253
2,108.5,2.56817e-09
3,108.5,3.00356e-08
4,108.5,0.000383962
5,108.5,0.000383962
6,108.5,2.69209e-09
7,108.5,1.48216e-08
8,108.5,1.48216e-08
9,108.5,2.55049e-09
10,108.5,3.04819e-07
11,108.5,0.00752253
12,108.5,2.56817e-09
13,108.5,3.00356e-08
14,108.5,0.000383962
15,108.5,2.56817e-09
16,108.5,1.35051e-05
17,108.5,0.00763968
18,108.5,0.0566381
19,108.5,2.668e-09
20,108.5,2.69209e-09
1,109.5,0.0085873
2,109.5,2.57991e-09
3,109.5,4.20475e-08
4,109.5,0.000458846
5,109.5,0.000458846
6,109.5,2.74892e-09
7,109.5,2.09114e-08
8,109.5,2.09114e-08
9,109.5,2.55634e-09
10,109.5,3.56071e-07
11,109.5,0.0085873
12,109.5,2.57991e-09
13,109.5,4.20475e-08
14,109.5,0.000458846
15,109.5,2.57991e-09
16,109.5,1.70873e-05
17,109.5,0.00855641
18,109.5,0.0596179
19,109.5,2.67702e-09
20,109.5,2.74892e-09
1,110.5,0.009785
2,110.5,2.59589e-09
3,110.5,5.90857e-08
4,110.5,0.000547215
5,110.5,0.000547215
6,110.5,2.84259e-09
7,110.5,2.98982e-08
8,110.5,2.98982e-08
9,110.5,2.56235e-09
10,110.5,4.1594e-07
11,110.5,0.009785
12,110.5,2.59589e-09
13,110.5,5.90857e-08
14,110.5,0.000547215
15,110.5,2.59589e-09
16,110.5,2.15658e-05
17,110.5,0.00957038
18,110.5,0.0627255
19,110.5,2.6863e-09
20,110.5,2.84259e-09
1,111.5,0.0111295
2,111.5,2.61895e-09
3,111.5,8.31598e-08
4,111.5,0.000651274
5,111.5,0.000651274
6,111.5,2.99946e-09
7,111.5,4.31002e-08
8,111.5,4.31002e-08
9,111.5,2.5685e-09
10,111.5,4.85875e-07
11,111.5,0.0111295
12,111.5,2.61895e-09
13,111.5,8.31598e-08
14,111.5,0.000651274
15,111.5,2.61895e-09
16,111.5,2.71505e-05
17,111.5,0.0106902
18,111.5,0.0659646
19,111.5,2.69587e-09
20,111.5,2.99946e-09
1,112.5,0.0126358
2,112.5,2.65387e-09
3,112.5,1.17043e-07
4,112.5,0.000773539
5,112.5,0.000773539
6,112.5,3.26399e-09
7,112.5,6.24061e-08
8,112.5,6.24061e-08
9,112.5,2.57481e-09
10,112.5,5.67569e-07
11,112.5,0.0126358
12,112.5,2.65387e-09
13,112.5,1.17043e-07
14,112.5,0.000773539
15,112.5,2.65387e-09
16,112.5,3.40965e-05
17,112.5,0.0119253
18,112.5,0.0693389
19,112.5,2.70574e-09
20,112.5,3.26399e-09
1,113.5,0.0143199
2,113.5,2.70855e-09
3,113.5,1.64545e-07
4,113.5,0.000916884
5,113.5,0.000916884
6,113.5,3.7107e-09
7,113.5,9.05083e-08
8,113.5,9.05083e-08
9,113.5,2.5813e-09
10,113.5,6.62998e-07
11,113.5,0.0143199
12,113.5,2.70855e-09
13,113.5,1.64545e-07
14,113.5,0.000916884
15,113.5,2.70855e-09
16,113.5,4.27128e-05
17,113.5,0.0132852
18,113.5,0.0728521
19,113.5,2.71591e-09
20,113.5,3.7107e-09
1,114.5,0.016199
2,114.5,2.79603e-09
3,114.5,2.30881e-07
4,114.5,0.00108458
5,114.5,0.00108458
6,114.5,4.46346e-09
7,114.5,1.31227e-07
8,114.5,1.31227e-07
9,114.5,2.58799e-09
10,114.5,7.74473e-07
11,114.5,0.016199
12,114.5,2.79603e-09
13,114.5,2.30881e-07
14,114.5,0.00108458
15,114.5,2.79603e-09
16,114.5,5.33734e-05
17,114.5,0.0147806
18,114.5,0.076508
19,114.5,2.72641e-09
20,114.5,4.46346e-09
1,115.5,0.0182914
2,115.5,2.93767e-09
3,115.5,3.23155e-07
4,115.5,0.00128032
5,115.5,0.00128032
6,115.5,5.72664e-09
7,115.5,1.89952e-07
8,115.5,1.89952e-07
9,115.5,2.59492e-09
10,115.5,9.04691e-07
11,115.5,0.0182914
12,115.5,2.93767e-09
13,115.5,3.23155e-07
14,115.5,0.00128032
15,115.5,2.93767e-09
16,115.5,6.65288e-05
17,115.5,0.0164223
18,115.5,0.0803102
19,115.5,2.73725e-09
20,115.5,5.72664e-09
1,116.5,0.0206166
2,116.5,3.16823e-09
3,116.5,4.51007e-07
4,116.5,0.00150831
5,116.5,0.00150831
6,116.5,7.83482e-09
7,116.5,2.74257e-07
8,116.5,2.74257e-07
9,116.5,2.60215e-09
10,116.5,1.0568e-06
11,116.5,0.0206166
12,116.5,3.16823e-09
13,116.5,4.51007e-07
14,116.5,0.00150831
15,116.5,3.16823e-09
16,116.5,8.27201e-05
17,116.5,0.0182221
18,116.5,0.0842625
19,116.5,2.74845e-09
20,116.5,7.83482e-09
1,117.5,0.0231952
2,117.5,3.54393e-09
3,117.5,6.27457e-07
4,117.5,0.00177328
5,117.5,0.00177328
6,117.5,1.13315e-08
7,117.5,3.94721e-07
8,117.5,3.94721e-07
9,117.5,2.60982e-09
10,117.5,1.23449e-06
11,117.5,0.0231952
12,117.5,3.54393e-09
13,117.5,6.27457e-07
14,117.5,0.00177328
15,117.5,3.54393e-09
16,117.5,0.000102596
17,117.5,0.0201922
18,117.5,0.0883685
19,117.5,2.76002e-09
20,117.5,1.13315e-08
1,118.5,0.026049
2,118.5,4.15501e-09
3,118.5,8.70024e-07
4,118.5,0.00208055
5,118.5,0.00208055
6,118.5,1.7093e-08
7,118.5,5.66056e-07
8,118.5,5.66056e-07
9,118.5,2.61816e-09
10,118.5,1.44206e-06
11,118.5,0.026049
12,118.5,4.15501e-09
13,118.5,8.70024e-07
14,118.5,0.00208055
15,118.5,4.15501e-09
16,118.5,0.00012693
17,118.5,0.0223455
18,118.5,0.0926317
19,118.5,2.77198e-09
20,118.5,1.7093e-08
1,119.5,0.0292008
2,119.5,5.14551e-09
3,119.5,1.20217e-06
4,119.5,0.00243608
5,119.5,0.00243608
6,119.5,2.65204e-08
7,119.5,8.08611e-07
8,119.5,8.08611e-07
9,119.5,2.62758e-09
10,119.5,1.68452e-06
11,119.5,0.0292008
12,119.5,5.14551e-09
13,119.5,1.20217e-06
14,119.5,0.00243608
15,119.5,5.14551e-09
16,119.5,0.000156645
17,119.5,0.0246955
18,119.5,0.0970557
19,119.5,2.78436e-09
20,119.5,2.65204e-08
1,120.5,0.0326745
2,120.5,6.74366e-09
3,120.5,1.65519e-06
4,120.5,0.00284654
5,120.5,0.00284654
6,120.5,4.1838e-08
7,120.5,1.15039e-06
8,120.5,1.15039e-06
9,120.5,2.63886e-09
10,120.5,1.96775e-06
11,120.5,0.0326745
12,120.5,6.74366e-09
13,120.5,1.65519e-06
14,120.5,0.00284654
15,120.5,6.74366e-09
16,120.5,0.000192835
17,120.5,0.0272563
18,120.5,0.101644
19,120.5,2.79717e-09
20,120.5,4.1838e-08
1,121.5,0.0364951
2,121.5,9.30876e-09
3,121.5,2.27062e-06
4,121.5,0.00331939
5,121.5,0.00331939
6,121.5,6.65474e-08
7,121.5,1.62975e-06
8,121.5,1.62975e-06
9,121.5,2.65339e-09
10,121.5,2.2986e-06
11,121.5,0.0364951
12,121.5,9.30876e-09
13,121.5,2.27062e-06
14,121.5,0.00331939
15,121.5,9.30876e-09
16,121.5,0.000236794
17,121.5,0.0300426
18,121.5,0.1064
19,121.5,2.81045e-09
20,121.5,6.65474e-08
1,122.5,0.0406884
2,122.5,1.34027e-08
3,122.5,3.10341e-06
4,122.5,0.00386288
5,122.5,0.00386288
6,122.5,1.0612e-07
7,122.5,2.29892e-06
8,122.5,2.29892e-06
9,122.5,2.6737e-09
10,122.5,2.68508e-06
11,122.5,0.0406884
12,122.5,1.34027e-08
13,122.5,3.10341e-06
14,122.5,0.00386288
15,122.5,1.34027e-08
16,122.5,0.00029005
17,122.5,0.0330696
18,122.5,0.111327
19,122.5,2.8242e-09
20,122.5,1.0612e-07
1,123.5,0.0452812
2,123.5,1.98982e-08
3,123.5,4.22587e-06
4,123.5,0.0044862
5,123.5,0.0044862
6,123.5,1.69035e-07
7,123.5,3.22872e-06
8,123.5,3.22872e-06
9,123.5,2.70433e-09
10,123.5,3.13655e-06
11,123.5,0.0452812
12,123.5,1.98982e-08
13,123.5,4.22587e-06
14,123.5,0.0044862
15,123.5,1.98982e-08
16,123.5,0.000354398
17,123.5,0.036353
18,123.5,0.116429
19,123.5,2.83847e-09
20,123.5,1.69035e-07
1,124.5,0.050301
2,124.5,3.01417e-08
3,124.5,5.73278e-06
4,124.5,0.00519947
5,124.5,0.00519947
6,124.5,2.68335e-07
7,124.5,4.51461e-06
8,124.5,4.51461e-06
9,124.5,2.75332e-09
10,124.5,3.66392e-06
11,124.5,0.050301
12,124.5,3.01417e-08
13,124.5,5.73278e-06
14,124.5,0.00519947
15,124.5,3.01417e-08
16,124.5,0.000431942
17,124.5,0.0399093
18,124.5,0.121708
19,124.5,2.85328e-09
20,124.5,2.68335e-07
1,125.5,0.0557758
2,125.5,4.61966e-08
3,125.5,7.74781e-06
4,125.5,0.00601386
5,125.5,0.00601386
6,125.5,4.23914e-07
7,125.5,6.28464e-06
8,125.5,6.28464e-06
9,125.5,2.8349e-09
10,125.5,4.27996e-06
11,125.5,0.0557758
12,125.5,4.61966e-08
13,125.5,7.74781e-06
14,125.5,0.00601386
15,125.5,4.61966e-08
16,125.5,0.000525142
17,125.5,0.0437551
18,125.5,0.127168
19,125.5,2.86866e-09
20,125.5,4.23914e-07
1,126.5,0.0617343
2,126.5,7.12037e-08
3,126.5,1.04316e-05
4,126.5,0.00694162
5,126.5,0.00694162
6,126.5,6.65884e-07
7,126.5,8.70969e-06
8,126.5,8.70969e-06
9,126.5,2.97394e-09
10,126.5,4.99958e-06
11,126.5,0.0617343
12,126.5,7.12037e-08
13,126.5,1.04316e-05
14,126.5,0.00694162
15,126.5,7.12037e-08
16,126.5,0.000636861
17,126.5,0.0479076
18,126.5,0.132811
19,126.5,2.88464e-09
20,126.5,6.65884e-07
1,127.5,0.0682053
2,127.5,1.09911e-07
3,127.5,1.3992e-05
4,127.5,0.00799617
5,127.5,0.00799617
6,127.5,1.03946e-06
7,127.5,1.20166e-05
8,127.5,1.20166e-05
9,127.5,3.21363e-09
10,127.5,5.84019e-06
11,127.5,0.0682053
12,127.5,1.09911e-07
13,127.5,1.3992e-05
14,127.5,0.00799617
15,127.5,1.09911e-07
16,127.5,0.000770423
17,127.5,0.0523843
18,127.5,0.138641
19,127.5,2.90126e-09
20,127.5,1.03946e-06
1,128.5,0.0752179
2,128.5,1.69447e-07
3,128.5,1.86966e-05
4,128.5,0.00919214
5,128.5,0.00919214
6,128.5,1.61197e-06
7,128.5,1.65048e-05
8,128.5,1.65048e-05
9,128.5,3.62833e-09
10,128.5,6.82214e-06
11,128.5,0.0752179
12,128.5,1.69447e-07
13,128.5,1.86966e-05
14,128.5,0.00919214
15,128.5,1.69447e-07
16,128.5,0.000929672
17,128.5,0.0572031
18,128.5,0.144659
19,128.5,2.91856e-09
20,128.5,1.61197e-06
1,129.5,0.0828008
2,129.5,2.60445e-07
3,129.5,2.48884e-05
4,129.5,0.0105454
5,129.5,0.0105454
6,129.5,2.48292e-06
7,129.5,2.25678e-05
8,129.5,2.25678e-05
9,129.5,4.34493e-09
10,129.5,7.96919e-06
11,129.5,0.0828008
12,129.5,2.60445e-07
13,129.5,2.48884e-05
14,129.5,0.0105454
15,129.5,2.60445e-07
16,129.5,0.00111904
17,129.5,0.0623819
18,129.5,0.15087
19,129.5,2.93659e-09
20,129.5,2.48292e-06
1,130.5,0.0909828
2,130.5,3.98648e-07
3,130.5,3.30049e-05
4,130.5,0.0120733
5,130.5,0.0120733
6,130.5,3.79809e-06
7,130.5,3.07196e-05
8,130.5,3.07196e-05
9,130.5,5.57824e-09
10,130.5,9.30909e-06
11,130.5,0.0909828
12,130.5,3.98648e-07
13,130.5,3.30049e-05
14,130.5,0.0120733
15,130.5,3.98648e-07
16,130.5,0.00134363
17,130.5,0.0679389
18,130.5,0.157274
19,130.5,2.95538e-09
20,130.5,3.79809e-06
1,131.5,0.0997919
2,131.5,6.07217e-07
3,131.5,4.36024e-05
4,131.5,0.0137943
5,131.5,0.0137943
6,131.5,5.76942e-06
7,131.5,4.1628e-05
8,131.5,4.1628e-05
9,131.5,7.68876e-09
10,131.5,1.08743e-05
11,131.5,0.0997919
12,131.5,6.07217e-07
13,131.5,4.36024e-05
14,131.5,0.0137943
15,131.5,6.07217e-07
16,131.5,0.00160927
17,131.5,0.0738925
18,131.5,0.163874
19,131.5,2.97498e-09
20,131.5,5.76942e-06
1,132.5,0.109255
2,132.5,9.19982e-07
3,132.5,5.73837e-05
4,132.5,0.0157286
5,132.5,0.0157286
6,132.5,8.70244e-06
7,132.5,5.61564e-05
8,132.5,5.61564e-05
9,132.5,1.12764e-08
10,132.5,1.27026e-05
11,132.5,0.109255
12,132.5,9.19982e-07
13,132.5,5.73837e-05
14,132.5,0.0157286
15,132.5,9.19982e-07
16,132.5,0.00192263
17,132.5,0.0802606
18,132.5,0.170673
19,132.5,2.99546e-09
20,132.5,8.70244e-06
1,133.5,0.119399
2,133.5,1.38602e-06
3,133.5,7.52342e-05
4,133.5,0.0178975
5,133.5,0.0178975
6,133.5,1.3034e-05
7,133.5,7.54149e-05
8,133.5,7.54149e-05
9,133.5,1.73311e-08
10,133.5,1.48384e-05
11,133.5,0.119399
12,133.5,1.38602e-06
13,133.5,7.52342e-05
14,133.5,0.0178975
15,133.5,1.38602e-06
16,133.5,0.00229128
17,133.5,0.0870615
18,133.5,0.177671
19,133.5,3.01687e-09
20,133.5,1.3034e-05
1,134.5,0.130247
2,134.5,2.07602e-06
3,134.5,9.82626e-05
4,134.5,0.0203239
5,134.5,0.0203239
6,134.5,1.93836e-05
7,134.5,0.000100822
8,134.5,0.000100822
9,134.5,2.74724e-08
10,134.5,1.73333e-05
11,134.5,0.130247
12,134.5,2.07602e-06
13,134.5,9.82626e-05
14,134.5,0.0203239
15,134.5,2.07602e-06
16,134.5,0.00272381
17,134.5,0.0943129
18,134.5,0.184871
19,134.5,3.03926e-09
20,134.5,1.93836e-05
1,135.5,0.141824
2,135.5,3.09111e-06
3,135.5,0.000127852
4,135.5,0.0230322
5,135.5,0.0230322
6,135.5,2.86224e-05
7,135.5,0.000134184
8,135.5,0.000134184
9,135.5,4.43269e-08
10,135.5,2.02476e-05
11,135.5,0.141824
12,135.5,3.09111e-06
13,135.5,0.000127852
14,135.5,0.0230322
15,135.5,3.09111e-06
16,135.5,0.00322992
17,135.5,0.102032
18,135.5,0.192274
19,135.5,3.06273e-09
20,135.5,2.86224e-05
1,136.5,0.154149
2,136.5,4.57493e-06
3,136.5,0.00016572
4,136.5,0.0260482
5,136.5,0.0260482
6,136.5,4.19649e-05
7,136.5,0.00017778
8,136.5,0.00017778
9,136.5,7.21189e-08
10,136.5,2.36519e-05
11,136.5,0.154149
12,136.5,4.57493e-06
13,136.5,0.00016572
14,136.5,0.0260482
15,136.5,4.57493e-06
16,136.5,0.00382053
17,136.5,0.110236
18,136.5,0.199881
19,136.5,3.08733e-09
20,136.5,4.19649e-05
1,137.5,0.16724
2,137.5,6.73009e-06
3,137.5,0.000213987
4,137.5,0.0293991
5,137.5,0.0293991
6,137.5,6.10907e-05
7,137.5,0.000234482
8,137.5,0.000234482
9,137.5,1.17583e-07
10,137.5,2.76285e-05
11,137.5,0.16724
12,137.5,6.73009e-06
13,137.5,0.000213987
14,137.5,0.0293991
15,137.5,6.73009e-06
16,137.5,0.00450787
17,137.5,0.118941
18,137.5,0.207692
19,137.5,3.11316e-09
20,137.5,6.10907e-05
1,138.5,0.181115
2,138.5,9.8403e-06
3,138.5,0.000275261
4,138.5,0.0331134
5,138.5,0.0331134
6,138.5,8.8302e-05
7,138.5,0.000307877
8,138.5,0.000307877
9,138.5,1.91363e-07
10,138.5,3.22738e-05
11,138.5,0.181115
12,138.5,9.8403e-06
13,138.5,0.000275261
14,138.5,0.0331134
15,138.5,9.8403e-06
16,138.5,0.00530562
17,138.5,0.128163
18,138.5,0.21571
19,138.5,3.1403e-09
20,138.5,8.8302e-05
1,139.5,0.195784
2,139.5,1.43001e-05
3,139.5,0.000352736
4,139.5,0.0372208
5,139.5,0.0372208
6,139.5,0.000126728
7,139.5,0.000402427
8,139.5,0.000402427
9,139.5,3.10137e-07
10,139.5,3.77e-05
11,139.5,0.195784
12,139.5,1.43001e-05
13,139.5,0.000352736
14,139.5,0.0372208
15,139.5,1.43001e-05
16,139.5,0.00622897
17,139.5,0.137915
18,139.5,0.223934
19,139.5,3.16886e-09
20,139.5,0.000126728
1,140.5,0.211258
2,140.5,2.0654e-05
3,140.5,0.000450298
4,140.5,0.0417525
5,140.5,0.0417525
6,140.5,0.000180583
7,140.5,0.000523646
8,140.5,0.000523646
9,140.5,4.9981e-07
10,140.5,4.40385e-05
11,140.5,0.211258
12,140.5,2.0654e-05
13,140.5,0.000450298
14,140.5,0.0417525
15,140.5,2.0654e-05
16,140.5,0.0072948
17,140.5,0.148212
18,140.5,0.232363
19,140.5,3.19896e-09
20,140.5,0.000180583
1,141.5,0.227541
2,141.5,2.96485e-05
3,141.5,0.00057266
4,141.5,0.0467403
5,141.5,0.0467403
6,141.5,0.000255498
7,141.5,0.000678312
8,141.5,0.000678312
9,141.5,8.00265e-07
10,141.5,5.14427e-05
11,141.5,0.227541
12,141.5,2.96485e-05
13,141.5,0.00057266
14,141.5,0.0467403
15,141.5,2.96485e-05
16,141.5,0.00852171
17,141.5,0.159066
18,141.5,0.240999
19,141.5,3.23072e-09
20,141.5,0.000255498
1,142.5,0.244634
2,142.5,4.22989e-05
3,142.5,0.000725502
4,142.5,0.0522174
5,142.5,0.0522174
6,142.5,0.000358922
7,142.5,0.000874708
8,142.5,0.000874708
9,142.5,1.27237e-06
10,142.5,6.00916e-05
11,142.5,0.244634
12,142.5,4.22989e-05
13,142.5,0.000725502
14,142.5,0.0522174
15,142.5,4.22989e-05
16,142.5,0.00993016
17,142.5,0.170487
18,142.5,0.24984
19,142.5,3.26427e-09
20,142.5,0.000358922
1,143.5,0.262533
2,143.5,5.9977e-05
3,143.5,0.000915644
4,143.5,0.0582173
5,143.5,0.0582173
6,143.5,0.000500632
7,143.5,0.00112289
8,143.5,0.00112289
9,143.5,2.00822e-06
10,143.5,7.01946e-05
11,143.5,0.262533
12,143.5,5.9977e-05
13,143.5,0.000915644
14,143.5,0.0582173
15,143.5,5.9977e-05
16,143.5,0.0115426
17,143.5,0.182484
18,143.5,0.258886
19,143.5,3.29977e-09
20,143.5,0.000500632
1,144.5,0.281231
2,144.5,8.45213e-05
3,144.5,0.00115123
4,144.5,0.0647742
5,144.5,0.0647742
6,144.5,0.00069333
7,144.5,0.00143501
8,144.5,0.00143501
9,144.5,3.14586e-06
10,144.5,8.19959e-05
11,144.5,0.281231
12,144.5,8.45213e-05
13,144.5,0.00115123
14,144.5,0.0647742
15,144.5,8.45213e-05
16,144.5,0.0133833
17,144.5,0.195066
18,144.5,0.268135
19,144.5,3.3374e-09
20,144.5,0.00069333
1,145.5,0.300714
2,145.5,0.000118379
3,145.5,0.00144192
4,145.5,0.0719226
5,145.5,0.0719226
6,145.5,0.000953377
7,145.5,0.00182563
8,145.5,0.00182563
9,145.5,4.89046e-06
10,145.5,9.57812e-05
11,145.5,0.300714
12,145.5,0.000118379
13,145.5,0.00144192
14,145.5,0.0719226
15,145.5,0.000118379
16,145.5,0.015479
17,145.5,0.208237
18,145.5,0.277587
19,145.5,3.37736e-09
20,145.5,0.000953377
1,146.5,0.320963
2,146.5,0.00016478
3,146.5,0.00179914
4,146.5,0.0796971
5,146.5,0.0796971
6,146.5,0.00130165
7,146.5,0.00231212
8,146.5,0.00231212
9,146.5,7.54417e-06
10,146.5,0.000111884
11,146.5,0.320963
12,146.5,0.00016478
13,146.5,0.00179914
14,146.5,0.0796971
15,146.5,0.00016478
16,146.5,0.0178582
17,146.5,0.222002
18,146.5,0.287239
19,146.5,3.41984e-09
20,146.5,0.00130165
1,147.5,0.341954
2,147.5,0.000227962
3,147.5,0.00223633
4,147.5,0.0881319
5,147.5,0.0881319
6,147.5,0.00176452
7,147.5,0.00291508
8,147.5,0.00291508
9,147.5,1.15479e-05
10,147.5,0.000130693
11,147.5,0.341954
12,147.5,0.000227962
13,147.5,0.00223633
14,147.5,0.0881319
15,147.5,0.000227962
16,147.5,0.0205518
17,147.5,0.236361
18,147.5,0.29709
19,147.5,3.46512e-09
20,147.5,0.00176452
1,148.5,0.363656
2,148.5,0.000313432
3,148.5,0.00276919
4,148.5,0.0972607
5,148.5,0.0972607
6,148.5,0.00237499
7,148.5,0.00365874
8,148.5,0.00365874
9,148.5,1.75395e-05
10,148.5,0.000152664
11,148.5,0.363656
12,148.5,0.000313432
13,148.5,0.00276919
14,148.5,0.0972607
15,148.5,0.000313432
16,148.5,0.0235927
17,148.5,0.251314
18,148.5,0.307136
19,148.5,3.51345e-09
20,148.5,0.00237499
1,149.5,0.386033
2,149.5,0.000428301
3,149.5,0.00341598
4,149.5,0.107116
5,149.5,0.107116
6,149.5,0.00317395
7,149.5,0.00457145
8,149.5,0.00457145
9,149.5,2.64328e-05
10,149.5,0.000178328
11,149.5,0.386033
12,149.5,0.000428301
13,149.5,0.00341598
14,149.5,0.107116
15,149.5,0.000428301
16,149.5,0.027016
17,149.5,0.266857
18,149.5,0.317375
19,149.5,3.56517e-09
20,149.5,0.00317395
1,150.5,0.409044
2,150.5,0.000581673
3,150.5,0.00419782
4,150.5,0.11773
5,150.5,0.11773
6,150.5,0.00421156
7,150.5,0.00568615
8,150.5,0.00568615
9,150.5,3.95254e-05
10,150.5,0.000208306
11,150.5,0.409044
12,150.5,0.000581673
13,150.5,0.00419782
14,150.5,0.11773
15,150.5,0.000581673
16,150.5,0.030859
17,150.5,0.282984
18,150.5,0.327805
19,150.5,3.62062e-09
20,150.5,0.00421156
1,151.5,0.43264
2,151.5,0.000785114
3,151.5,0.005139
4,151.5,0.129131
5,151.5,0.129131
6,151.5,0.00554866
7,151.5,0.00704082
8,151.5,0.00704082
9,151.5,5.86428e-05
10,151.5,0.000243322
11,151.5,0.43264
12,151.5,0.000785114
13,151.5,0.005139
14,151.5,0.129131
15,151.5,0.000785114
16,151.5,0.0351608
17,151.5,0.299686
18,151.5,0.33842
19,151.5,3.68023e-09
20,151.5,0.00554866
1,152.5,0.456766
2,152.5,0.0010532
3,152.5,0.00626727
4,152.5,0.141348
5,152.5,0.141348
6,152.5,0.00725835
7,152.5,0.008679
8,152.5,0.008679
9,152.5,8.63289e-05
10,152.5,0.000284221
11,152.5,0.456766
12,152.5,0.0010532
13,152.5,0.00626727
14,152.5,0.141348
15,152.5,0.0010532
16,152.5,0.0399625
17,152.5,0.31695
18,152.5,0.349218
19,152.5,3.74447e-09
20,152.5,0.00725835
1,153.5,0.481362
2,153.5,0.00140415
3,153.5,0.00761419
4,153.5,0.154404
5,153.5,0.154404
6,153.5,0.00942737
7,153.5,0.0106502
8,153.5,0.0106502
9,153.5,0.000126096
10,153.5,0.000331994
11,153.5,0.481362
12,153.5,0.00140415
13,153.5,0.00761419
14,153.5,0.154404
15,153.5,0.00140415
16,153.5,0.0453066
17,153.5,0.334763
18,153.5,0.360194
19,153.5,3.81389e-09
20,153.5,0.00942737
1,154.5,0.506363
2,154.5,0.00186054
3,154.5,0.00921541
4,154.5,0.168323
5,154.5,0.168323
6,154.5,0.0121576
7,154.5,0.0130103
8,154.5,0.0130103
9,154.5,0.000182744
10,154.5,0.000387793
11,154.5,0.506363
12,154.5,0.00186054
13,154.5,0.00921541
14,154.5,0.168323
15,154.5,0.00186054
16,154.5,0.0512374
17,154.5,0.353106
18,154.5,0.371344
19,154.5,3.88913e-09
20,154.5,0.0121576
1,155.5,0.531694
2,155.5,0.00245012
3,155.5,0.011111
4,155.5,0.183123
5,155.5,0.183123
6,155.5,0.015567
7,155.5,0.0158218
8,155.5,0.0158218
9,155.5,0.000262778
10,155.5,0.000452966
11,155.5,0.531694
12,155.5,0.00245012
13,155.5,0.011111
14,155.5,0.183123
15,155.5,0.00245012
16,155.5,0.0578002
17,155.5,0.371958
18,155.5,0.382662
19,155.5,3.97094e-09
20,155.5,0.015567
1,156.5,0.55728
2,156.5,0.00320672
3,156.5,0.0133455
4,156.5,0.198818
5,156.5,0.198818
6,156.5,0.0197911
7,156.5,0.0191544
8,156.5,0.0191544
9,156.5,0.000374916
10,156.5,0.000529086
11,156.5,0.55728
12,156.5,0.00320672
13,156.5,0.0133455
14,156.5,0.198818
15,156.5,0.00320672
16,156.5,0.0650412
17,156.5,0.391294
18,156.5,0.394142
19,156.5,4.0602e-09
20,156.5,0.0197911
1,157.5,0.583037
2,157.5,0.00417117
3,157.5,0.0159685
4,157.5,0.215417
5,157.5,0.215417
6,157.5,0.0249825
7,157.5,0.0230845
8,157.5,0.0230845
9,157.5,0.000530736
10,157.5,0.000617991
11,157.5,0.583037
12,157.5,0.00417117
13,157.5,0.0159685
14,157.5,0.215417
15,157.5,0.00417117
16,157.5,0.0730068
17,157.5,0.411088
18,157.5,0.40578
19,157.5,4.15794e-09
20,157.5,0.0249825
1,158.5,0.608877
2,158.5,0.00539236
3,158.5,0.0190343
4,158.5,0.232927
5,158.5,0.232927
6,158.5,0.0313116
7,158.5,0.0276958
8,158.5,0.0276958
9,158.5,0.000745458
10,158.5,0.000721823
11,158.5,0.608877
12,158.5,0.00539236
13,158.5,0.0190343
14,158.5,0.232927
15,158.5,0.00539236
16,158.5,0.0817437
17,158.5,0.431307
18,158.5,0.417568
19,158.5,4.26541e-09
20,158.5,0.0313116
1,159.5,0.634708
2,159.5,0.00692826
3,159.5,0.0226025
4,159.5,0.251346
5,159.5,0.251346
6,159.5,0.0389653
7,159.5,0.0330787
8,159.5,0.0330787
9,159.5,0.00103889
10,159.5,0.000843087
11,159.5,0.634708
12,159.5,0.00692826
13,159.5,0.0226025
14,159.5,0.251346
15,159.5,0.00692826
16,159.5,0.0912981
17,159.5,0.451918
18,159.5,0.4295
19,159.5,4.38409e-09
20,159.5,0.0389653
1,160.5,0.660435
2,160.5,0.00884693
3,160.5,0.0267376
4,160.5,0.270668
5,160.5,0.270668
6,160.5,0.0481454
7,160.5,0.0393301
8,160.5,0.0393301
9,160.5,0.00143652
10,160.5,0.000984702
11,160.5,0.660435
12,160.5,0.00884693
13,160.5,0.0267376
14,160.5,0.270668
15,160.5,0.00884693
16,160.5,0.101715
17,160.5,0.472883
18,160.5,0.44157
19,160.5,4.51579e-09
20,160.5,0.0481454
1,161.5,0.685956
2,161.5,0.0112276
3,161.5,0.0315089
4,161.5,0.290882
5,161.5,0.290882
6,161.5,0.0590657
