
Initial statistics: 71 variables; iteration 0; function evaluation 0; phase 1
Function value 6.1812102e+07; maximum gradient component mag -1.8443e+09
 43  0.09117 -1.14847e+01 | 44 -0.16107 -1.32314e+02 | 45 -0.09003 -1.26544e+02
 46  0.12103 -5.43618e+00 | 47  0.02241 -7.49838e+01 | 48  0.11621  6.02887e+01
 49  0.06916 -2.71918e+01 | 50 -0.23256 -1.25875e+02 | 51  0.10259 -6.42683e+01
 52 -0.07257 -1.41969e+02 | 53 -0.00714 -8.44536e+01 | 54  0.02722  3.47425e+01
 55 -0.10446 -1.11586e+02 | 56  0.08589  3.90428e+01 | 57 -0.03165 -6.65079e+01
 58 -0.07891 -1.03400e+02 | 59 -0.01850 -4.99149e+01 | 60 -0.03989 -6.17958e+01
 61 -0.06535 -5.96933e+01 | 62 -0.03703 -6.80171e+01 | 63  0.01563 -6.91995e+01
 64  0.02253  2.26619e+01 | 65  0.01239 -3.23947e+01 | 66 -0.04542 -1.10561e+02
 67 -0.03811 -1.25001e+02 | 68 -0.04339 -5.89879e+01 | 69  0.10843  6.32505e+01
 70  0.20183  4.59609e+01 | 71  0.15282 -3.78088e+01 |
71 variables; iteration 60; function evaluation 108; phase 1
Function value 2.1585911e+03; maximum gradient component mag 1.0974e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.44615  1.09740e+04 |  2  0.22502 -1.27899e+01 |  3 -0.89454 -3.77275e+01
  4  0.06833 -3.08942e+01 |  5  0.22624  2.96686e+02 |  6  0.20139  2.23559e+02
  7  0.08544  7.08078e+00 |  8  0.07992  8.29890e+00 |  9 -0.07544 -8.37142e+01
 10 -0.06120 -6.07527e+01 | 11  0.04022  1.03230e+02 | 12 -0.14894 -8.42631e+01
 13 -0.02498  7.36863e+01 | 14  0.04455  3.25254e+02 | 15 -0.00402  2.28647e+02
 16  0.00154  3.03032e+02 | 17  0.03574  4.84768e+02 | 18  0.07849  5.43222e+02
 19  0.11470  3.17004e+02 | 20  0.15951  4.69351e+02 | 21  0.15119  4.97856e+02
 22  0.08834  2.72872e+02 | 23  0.05959  1.81667e+02 | 24 -0.11658 -3.29334e+01
 25  0.00800  1.74306e+02 | 26 -0.16566 -1.05917e+02 | 27 -0.09480 -1.00302e+02
 28  0.06419 -6.46242e+01 | 29 -0.07691 -1.11076e+02 | 30  0.05635 -7.01455e+01
 31 -0.18527 -1.34085e+02 | 32  0.03454 -8.36013e+00 | 33 -0.02987 -9.05078e+00
 34 -0.01322 -1.39086e+01 | 35 -0.14246 -8.69283e+01 | 36  0.00983 -1.35457e+01
 37  0.09820  9.79557e+00 | 38 -0.10102 -1.13695e+02 | 39 -0.06491 -1.03085e+02
 40  0.03843 -3.53347e+01 | 41 -0.03969 -1.04631e+02 | 42  0.06214 -4.33906e+01
 43  0.08887 -4.20925e+01 | 44 -0.13273 -1.55278e+02 | 45 -0.11073 -1.54203e+02
 46  0.12584 -2.10009e+01 | 47  0.01442 -1.11106e+02 | 48  0.10087 -2.79649e+01
 49  0.07235 -5.22015e+01 | 50 -0.28699 -1.49563e+02 | 51  0.11105  2.54815e+01
 52 -0.05931 -1.25177e+02 | 53 -0.00062 -6.44408e+01 | 54  0.00958 -1.93999e+01
 55 -0.07351 -1.08109e+02 | 56  0.08959  8.76153e+01 | 57 -0.03607 -7.19574e+01
 58 -0.07440 -1.02435e+02 | 59 -0.00719 -1.78152e+01 | 60 -0.04795 -6.34199e+01
 61 -0.04749 -4.20424e+01 | 62 -0.04978 -8.37893e+01 | 63  0.02412 -4.84078e+01
 64  0.00100 -3.73522e+01 | 65  0.01142 -5.07325e+01 | 66 -0.02472 -9.10230e+01
 67 -0.01955 -1.01664e+02 | 68 -0.05916 -9.37071e+01 | 69  0.07826 -1.75289e+01
 70  0.17653  4.00466e+00 | 71  0.13251 -7.13362e+01 |
71 variables; iteration 80; function evaluation 139; phase 1
Function value 2.1270038e+03; maximum gradient component mag 8.2259e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.44625  8.22589e+03 |  2  0.22899  1.03263e+01 |  3 -1.01002  3.45944e+00
  4  0.08834 -4.07681e+00 |  5  0.21541  2.62385e+02 |  6  0.21163  2.43940e+02
  7  0.10673  3.32522e+01 |  8  0.04816 -2.04241e+01 |  9 -0.03036 -5.12121e+01
 10 -0.08975 -7.47840e+01 | 11  0.01481  5.32615e+01 | 12 -0.10011 -4.51022e+01
 13  0.00091  1.21524e+02 | 14  0.03459  2.82760e+02 | 15  0.01007  2.79291e+02
 16 -0.00770  2.82842e+02 | 17 -0.00785  2.89621e+02 | 18  0.05054  3.64433e+02
 19  0.11751  4.00160e+02 | 20  0.17050  6.26648e+02 | 21  0.15264  5.16518e+02
 22  0.10235  3.25293e+02 | 23  0.05739  1.75236e+02 | 24 -0.05441  3.74881e+01
 25 -0.04858  2.44887e+01 | 26 -0.28683 -1.37149e+02 | 27 -0.07943 -1.18766e+02
 28  0.05853 -9.86616e+01 | 29 -0.05991 -9.37965e+01 | 30  0.04846 -4.83951e+01
 31 -0.12456 -9.28302e+01 | 32  0.02213 -4.21502e+01 | 33 -0.03688 -5.46354e+01
 34 -0.03629 -1.05139e+02 | 35 -0.18411 -1.19827e+02 | 36 -0.02524 -8.42499e+01
 37  0.10137 -8.65525e+01 | 38 -0.04768 -1.14882e+02 | 39 -0.02739 -1.14706e+02
 40 -0.02277 -1.22626e+02 | 41 -0.00186 -1.17173e+02 | 42  0.03103 -1.02253e+02
 43  0.13393 -1.01166e+02 | 44 -0.21403 -1.55940e+02 | 45 -0.14309 -1.69869e+02
 46  0.11524 -1.47913e+02 | 47  0.02435 -1.38086e+02 | 48  0.08997 -1.30368e+02
 49  0.05162 -1.25968e+02 | 50 -0.08435 -1.04799e+02 | 51  0.09374 -7.27701e+01
 52 -0.01671 -1.22574e+02 | 53 -0.00990 -1.15619e+02 | 54 -0.01048 -1.08414e+02
 55 -0.04026 -1.10339e+02 | 56  0.07479 -5.93325e+01 | 57 -0.02428 -1.09823e+02
 58 -0.06470 -1.33568e+02 | 59 -0.01792 -1.02140e+02 | 60 -0.03213 -1.14801e+02
 61 -0.07692 -1.23304e+02 | 62 -0.03240 -9.48679e+01 | 63  0.02787 -7.92107e+01
 64 -0.01993 -1.10380e+02 | 65  0.00477 -8.67886e+01 | 66 -0.01356 -8.22022e+01
 67 -0.01781 -9.72758e+01 | 68 -0.06124 -8.44122e+01 | 69  0.03666 -7.06247e+01
 70  0.13186 -4.28269e+01 | 71  0.08864 -8.79552e+01 |
71 variables; iteration 100; function evaluation 159; phase 1
Function value 1.9756002e+03; maximum gradient component mag 1.7433e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.45098  1.74326e+04 |  2  0.17388 -1.58905e+02 |  3 -0.40279 -2.41179e+02
  4 -0.03617 -1.95298e+02 |  5  0.09752  2.79352e+01 |  6  0.07236 -2.29731e+00
  7  0.05521 -4.76749e+01 |  8  0.04518 -4.56772e+01 |  9  0.01574 -3.10830e+01
 10  0.00748  4.89281e+00 | 11  0.01452  9.67388e+01 | 12 -0.07675 -7.24506e+01
 13 -0.02816  2.97639e+01 | 14  0.02218  2.14662e+02 | 15 -0.01128  1.27111e+02
 16 -0.02871  8.20615e+01 | 17 -0.00438  1.92890e+02 | 18  0.05476  4.38113e+02
 19  0.07113  1.76971e+02 | 20  0.10281  2.04319e+02 | 21  0.18338  8.66467e+02
 22  0.06854  1.99470e+02 | 23  0.10495  3.07903e+02 | 24 -0.10842 -1.15899e+02
 25  0.02088  1.52719e+02 | 26 -0.14013 -1.85236e+02 | 27 -0.09764 -1.75092e+02
 28  0.07749  4.26334e+01 | 29 -0.08809 -1.61336e+02 | 30  0.07777  1.42105e+02
 31 -0.30479 -2.35622e+02 | 32  0.06479  1.86002e+02 | 33 -0.09994 -1.37913e+02
 34  0.02165  8.11613e+01 | 35 -0.30141 -2.28074e+02 | 36  0.06498  1.83948e+02
 37 -0.06142 -1.39575e+02 | 38  0.05203  1.43936e+02 | 39 -0.10995 -1.42016e+02
 40  0.01558 -4.11010e+01 | 41 -0.07065 -1.56363e+02 | 42  0.10914  2.58288e+02
 43 -0.09443 -1.50123e+02 | 44  0.02815 -7.72760e+01 | 45 -0.17528 -2.37869e+02
 46  0.19572  4.33042e+02 | 47  0.04383 -8.64473e+01 | 48  0.11968  1.05103e+02
 49  0.06542  5.01324e+01 | 50 -0.06574 -1.12356e+02 | 51  0.09960  2.16820e+02
 52 -0.01223 -4.51855e+01 | 53  0.00579 -5.43202e+01 | 54 -0.04012 -1.86695e+02
 55 -0.01339 -7.61530e+01 | 56  0.07690  1.33734e+02 | 57 -0.02918 -8.05586e+01
 58 -0.03188 -5.57281e+01 | 59 -0.00725  2.19996e+01 | 60 -0.03335 -4.12394e+01
 61 -0.04086 -4.60443e+01 | 62 -0.04431 -1.10934e+02 | 63  0.01641 -8.45274e+01
 64 -0.00510 -1.08929e+02 | 65  0.00873 -1.20972e+02 | 66 -0.00400 -1.39896e+02
 67 -0.01426 -1.60022e+02 | 68 -0.03314 -1.52267e+02 | 69  0.04877 -1.92244e+02
 70  0.12317 -1.99702e+02 | 71  0.13885 -1.69310e+02 |
71 variables; iteration 120; function evaluation 179; phase 1
Function value 1.8593676e+03; maximum gradient component mag 2.3420e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.45390  2.34202e+03 |  2  0.14527 -6.46300e+01 |  3 -0.05887 -3.81435e+01
  4  0.07141  1.33101e+01 |  5 -0.47030 -7.74102e+01 |  6  0.05020  3.22844e+01
  7  0.07822  7.84218e+01 |  8  0.08725  9.41730e+01 |  9  0.06967  1.01432e+02
 10  0.09760  1.58467e+02 | 11  0.03770  1.15200e+02 | 12 -0.00853  7.72672e+01
 13 -0.03614  6.49090e+01 | 14 -0.01669  1.19188e+02 | 15 -0.04990  9.43475e+01
 16 -0.10490  4.59241e+01 | 17 -0.04602  1.65388e+02 | 18  0.03303  4.35301e+02
 19  0.03906  1.52870e+02 | 20  0.03579  3.79556e+01 | 21  0.16032  8.85919e+02
 22  0.04907  2.78355e+02 | 23  0.10283  2.71845e+02 | 24 -0.05591  7.62856e+01
 25  0.01476  1.17765e+02 | 26 -0.20403 -7.11167e+01 | 27 -0.02646 -1.02347e+02
 28  0.06440 -1.43505e+02 | 29 -0.02293 -6.80567e+01 | 30  0.06643 -1.14362e+02
 31 -0.13969 -6.63616e+01 | 32  0.05109 -8.74771e+01 | 33 -0.04509 -6.42764e+01
 34  0.00938 -9.15574e+01 | 35 -0.24386 -6.82936e+01 | 36  0.08474 -1.19620e+02
 37 -0.30857 -8.94915e+01 | 38  0.08789 -1.78576e+02 | 39 -0.10180 -7.93421e+01
 40  0.01572 -8.26806e+01 | 41  0.03029 -6.96358e+01 | 42  0.11128 -1.29521e+02
 43 -0.21879 -8.07986e+01 | 44  0.07841 -1.28341e+02 | 45 -0.09117 -7.44372e+01
 46  0.10797 -1.80444e+02 | 47  0.05825 -1.03675e+02 | 48  0.08684 -1.06842e+02
 49  0.06066 -7.91911e+01 | 50 -0.04351 -2.01492e+01 | 51  0.09489 -7.01058e+01
 52  0.00565 -7.17453e+01 | 53 -0.00828 -6.72164e+01 | 54  0.00569 -3.75049e+01
 55 -0.03646 -4.89572e+01 | 56  0.07677 -4.24877e+01 | 57 -0.01874 -4.97139e+01
 58 -0.04274 -5.89046e+01 | 59 -0.00727 -3.33348e+01 | 60 -0.02310 -4.40868e+01
 61 -0.06272 -4.14088e+01 | 62 -0.02525 -2.43886e+01 | 63  0.02714 -2.65006e+01
 64 -0.00235 -1.25336e+01 | 65  0.01379  4.70889e+00 | 66 -0.00626 -2.90160e+00
 67 -0.01160 -1.48497e+01 | 68 -0.04288  1.40807e+01 | 69  0.05230  2.29782e+01
 70  0.14602  4.22299e+01 | 71  0.12767  1.69007e+01 |
Maximum number of function evaluations exceeded

 - final statistics:
71 variables; iteration 140; function evaluation 200
Function value 1.7652e+03; maximum gradient component mag 5.4717e+03
Exit code = 3;  converg criter 1.0000e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.45038  5.47172e+03 |  2  0.16936 -2.00893e+01 |  3 -0.03796 -6.74512e+01
  4  0.07336 -3.33619e+01 |  5 -0.28879 -1.13620e+02 |  6 -0.05774 -8.51489e+01
  7  0.06379 -1.38484e+01 |  8  0.05280  1.94673e-01 |  9  0.04476  1.80636e+01
 10  0.07935  6.84120e+01 | 11  0.00564  2.41101e+01 | 12 -0.01708  1.80147e+01
 13 -0.01349  3.34304e+01 | 14 -0.00750  6.74869e+01 | 15 -0.03627  5.49290e+01
 16 -0.06237  4.32964e+01 | 17 -0.03477  1.18147e+02 | 18  0.00993  2.14615e+02
 19  0.03127  6.71698e+01 | 20  0.01697 -2.99328e+01 | 21  0.08948  4.39604e+02
 22 -0.00189  1.47103e+02 | 23  0.08113  1.48114e+02 | 24 -0.04855  4.30101e+01
 25 -0.01414  7.05184e+01 | 26 -0.09325 -6.71738e+01 | 27  0.03933  1.89363e+01
 28  0.03200 -3.79106e+01 | 29  0.02731  1.35618e+01 | 30  0.03367 -1.82678e+01
 31 -0.03785  3.04575e+01 | 32 -0.00719 -4.00223e+01 | 33  0.00995  5.81936e+01
 34 -0.06803 -8.73692e+01 | 35 -0.16552 -4.59582e+01 | 36  0.04721  1.31658e+02
 37 -0.30331 -1.19312e+02 | 38  0.10596  1.67981e+02 | 39 -0.08048 -3.08271e+01
 40  0.03689  3.36871e+01 | 41  0.00249  3.50331e-01 | 42  0.03403  2.14557e+01
 43  0.12269  1.75441e+02 | 44 -0.04470 -4.26994e+01 | 45 -0.03173 -3.72113e+01
 46  0.12561  1.22935e+02 | 47  0.03564 -1.42754e+01 | 48  0.09243  1.01351e+01
 49  0.05897 -1.90705e+01 | 50 -0.10057 -6.15205e+01 | 51  0.10489  3.13068e+01
 52 -0.04712 -8.56755e+01 | 53  0.00878 -3.98908e+01 | 54 -0.00615 -5.98554e+01
 55 -0.05061 -8.67535e+01 | 56  0.06892 -4.67100e+01 | 57 -0.02571 -6.95840e+01
 58 -0.03927 -7.30785e+01 | 59 -0.01114 -4.06610e+01 | 60 -0.02330 -5.75307e+01
 61 -0.06816 -7.45066e+01 | 62 -0.02846 -5.83785e+01 | 63  0.02422 -6.02775e+01
 64 -0.00868 -6.27765e+01 | 65  0.00862 -5.29081e+01 | 66 -0.01181 -5.56318e+01
 67 -0.00995 -5.68969e+01 | 68 -0.06812 -6.03215e+01 | 69  0.01905 -7.56598e+01
 70  0.10378 -5.61748e+01 | 71  0.08220 -6.01824e+01 |

Initial statistics: 93 variables; iteration 0; function evaluation 0; phase 2
Function value 1.7652266e+03; maximum gradient component mag 5.4717e+03
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.45038  5.47172e+03 |  2  0.00000  2.89831e+00 |  3  0.00000  1.31375e-01
  4  0.00000 -2.28420e+00 |  5  0.00000 -8.43196e+00 |  6  0.00000 -2.05277e+01
  7  0.00000 -3.98007e+01 |  8  0.00000 -5.61821e+01 |  9  0.00000 -4.73335e+01
 10  0.00000 -2.74944e+01 | 11  0.00000 -1.27711e+01 | 12  0.16924 -2.22027e+01
 13 -0.03808 -6.96357e+01 | 14  0.07323 -3.55374e+01 | 15 -0.28893 -1.15576e+02
 16 -0.05786 -8.73275e+01 | 17  0.06367 -1.60269e+01 | 18  0.05268 -1.98702e+00
 19  0.04464  1.58800e+01 | 20  0.07923  6.62415e+01 | 21  0.00551  2.19211e+01
 22 -0.01720  1.58262e+01 | 23 -0.01361  3.12416e+01 | 24 -0.00762  6.52977e+01
 25 -0.03639  5.27428e+01 | 26 -0.06249  4.11169e+01 | 27 -0.03489  1.15960e+02
 28  0.00980  2.12427e+02 | 29  0.03114  6.49839e+01 | 30  0.01684 -3.21213e+01
 31  0.08936  4.37449e+02 | 32 -0.00202  1.44914e+02 | 33  0.08101  1.45946e+02
 34 -0.04867  4.08267e+01 | 35 -0.01426  6.83294e+01 | 36 -0.09337 -6.93375e+01
 37  0.03920  1.67515e+01 | 38  0.03187 -4.00975e+01 | 39  0.02719  1.13747e+01
 40  0.03355 -2.04542e+01 | 41 -0.03797  2.82719e+01 | 42 -0.00732 -4.22113e+01
 43  0.00983  5.60049e+01 | 44 -0.06815 -8.95440e+01 | 45 -0.16565 -4.80712e+01
 46  0.04709  1.29477e+02 | 47 -0.30345 -1.21243e+02 | 48  0.10584  1.65828e+02
 49 -0.08060 -3.29980e+01 | 50  0.03676  3.15019e+01 | 51  0.00237 -1.83884e+00
 52  0.03390  1.92699e+01 | 53  0.12256  1.73299e+02 | 54 -0.04482 -4.48826e+01
 55 -0.03186 -3.93973e+01 | 56  0.12549  1.20793e+02 | 57  0.03551 -1.64613e+01
 58  0.09230  7.96916e+00 | 59  0.05884 -2.12507e+01 | 60 -0.10070 -6.36804e+01
 61  0.10477  2.91482e+01 | 62 -0.04724 -8.78575e+01 | 63  0.00866 -4.20799e+01
 64 -0.00627 -6.20443e+01 | 65 -0.05073 -8.89344e+01 | 66  0.06879 -4.88874e+01
 67 -0.02584 -7.17708e+01 | 68 -0.03939 -7.52626e+01 | 69 -0.01126 -4.28497e+01
 70 -0.02342 -5.97180e+01 | 71 -0.06828 -7.66816e+01 | 72 -0.02859 -6.05650e+01
 73  0.02409 -6.24656e+01 | 74 -0.00880 -6.49653e+01 | 75  0.00850 -5.50973e+01
 76 -0.01194 -5.78204e+01 | 77 -0.01008 -5.90856e+01 | 78 -0.06824 -6.24969e+01
 79  0.01892 -7.78485e+01 | 80  0.10366 -5.83369e+01 | 81  0.08208 -6.23550e+01
 82 -0.01226 -2.91421e+02 | 83  0.06718 -2.01978e+02 | 84  0.08744 -1.11789e+02
 85  0.05186 -1.77882e+02 | 86  0.02083  4.27197e+02 | 87  0.06032  2.09482e+01
 88  0.07439  5.37695e+01 | 89  0.09144  5.99177e+02 | 90  0.08118  1.16356e+01
 91  0.03863 -8.20740e+00 | 92  0.06514  4.14154e+01 | 93  0.00000  0.00000e+00

Intermediate statistics: 93 variables; iteration 20; function evaluation 25; phase 2
Function value 1.7096874e+03; maximum gradient component mag 1.1005e+04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.44629  1.10046e+04 |  2 -0.03330 -1.74569e+00 |  3 -0.01235 -4.21988e-01
  4 -0.01173 -2.95922e-01 |  5 -0.00338  2.15226e-01 |  6  0.02102  1.55877e+00
  7  0.07573  3.44149e+00 |  8  0.12911  7.86299e+00 |  9  0.06537  1.63872e+01
 10  0.02305  1.21302e+01 | 11  0.01574  1.04585e+01 | 12  0.10148 -1.18217e+02
 13 -0.02350 -1.46873e+02 | 14  0.03938 -1.02438e+02 | 15 -0.06705 -1.51907e+02
 16 -0.01932 -1.23025e+02 | 17  0.04822 -6.80333e+01 | 18  0.05281 -5.79989e+01
 19  0.02637 -5.28955e+01 | 20  0.06947  2.37524e+01 | 21 -0.00129 -3.48590e+01
 22 -0.01883 -3.84611e+01 | 23 -0.01077 -1.08966e+01 | 24 -0.00817  2.59156e+01
 25 -0.04135  2.36978e+00 | 26 -0.07584 -2.53733e+01 | 27 -0.05764  2.40334e+01
 28 -0.00305  1.27741e+02 | 29  0.02467  5.50492e+01 | 30  0.01452 -2.73866e+01
 31  0.04714  1.88821e+02 | 32 -0.07092 -4.31893e+01 | 33  0.06643  8.71691e+01
 34 -0.06856 -3.99565e+01 | 35 -0.02639  1.96642e+01 | 36 -0.04850 -6.63953e+01
 37  0.04675  1.16927e+02 | 38  0.03775  2.61507e+01 | 39  0.01538  3.63394e+01
 40  0.04248  1.20759e+02 | 41 -0.07171 -8.09070e-01 | 42  0.01091  9.33539e+01
 43 -0.01913  9.41204e+01 | 44 -0.03332  4.08470e+01 | 45 -0.15703 -6.49728e+01
 46  0.04045  2.25059e+02 | 47 -0.07549 -1.05897e+02 | 48  0.10542  3.24810e+02
 49 -0.07274 -7.02137e+01 | 50  0.01905  6.14747e+00 | 51 -0.00409 -2.76645e+01
 52  0.00890  3.93502e+00 | 53  0.07736  1.83806e+02 | 54 -0.04475 -6.80742e+01
 55 -0.03072 -5.84964e+01 | 56  0.11862  2.14607e+02 | 57  0.04224  9.17092e+00
 58  0.08769  7.06920e+01 | 59  0.05561  2.58803e+01 | 60 -0.09894 -1.04818e+02
 61  0.08930  1.22139e+02 | 62 -0.02329 -6.23062e+01 | 63 -0.00704 -4.49736e+01
 64 -0.01611 -7.20557e+01 | 65 -0.04193 -8.98625e+01 | 66  0.05615  1.74347e+01
 67 -0.02776 -5.86433e+01 | 68 -0.03821 -5.32545e+01 | 69 -0.02676 -2.55868e+01
 70 -0.02864 -3.99576e+01 | 71 -0.06584 -8.28888e+01 | 72 -0.03569 -8.35079e+01
